TcSYL_0153930	60	TcSYL_0153930_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
TcYC6_0063450	41	TcYC6_0063450_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcCL_Unassigned00567	38	TcCL_Unassigned00567_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TcCL_ESM09705	38	TcCL_ESM09705_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
LTULEM423_130014400	47	LTULEM423_130014400_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
LSM04_007983	45	LSM04_007983_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
DQ04_01411020	32	DQ04_01411020_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0098330	38	TcSYL_0098330_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
TcG_07537	25	TcG_07537_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
LTULEM423_060008800	67	LTULEM423_060008800_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
TcSYL_0016630	48	TcSYL_0016630_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0126550	28	TcSYL_0126550_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
Tb927.11.16780	46	Tb927.11.16780_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb
CUR178_05771	46	CUR178_05771_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
Baya_402_0010	47	Baya_402_0010_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcBrA4_0094860	81	TcBrA4_0094860_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb
LMJSD75_120007000	52	LMJSD75_120007000_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcCL_Unassigned03746	30	TcCL_Unassigned03746_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
JIQ42_03174	71	JIQ42_03174_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0031210	40	TcSYL_0031210_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
TcCL_Unassigned03028	60	TcCL_Unassigned03028_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
PCON_0073350	77	PCON_0073350_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0054010	47	TcSYL_0054010_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
LENLEM3045_000034800	61	LENLEM3045_000034800_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
TcCL_Unassigned04448	43	TcCL_Unassigned04448_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0090960	50	TcSYL_0090960_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
LMARLEM2494_150020200	48	LMARLEM2494_150020200_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0090440	61	TcSYL_0090440_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0203750	39	TcSYL_0203750_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
Baya_482_0010	35	Baya_482_0010_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcG_13394	56	TcG_13394_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
LGELEM452_300042100	45	LGELEM452_300042100_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
LMJLV39_330040600	48	LMJLV39_330040600_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
LARLEM1108_050016200	40	LARLEM1108_050016200_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
JIQ42_01231	45	JIQ42_01231_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
BCY84_10382	46	BCY84_10382_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
DQ04_04521000	36	DQ04_04521000_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
LARLEM1108_350036100	36	LARLEM1108_350036100_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
LTULEM423_340019500	48	LTULEM423_340019500_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
CUR178_06627	42	CUR178_06627_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
LARLEM1108_120007400	60	LARLEM1108_120007400_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
TcCL_NonESM09799	37	TcCL_NonESM09799_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
LBRM2903_230007500	47	LBRM2903_230007500_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
LMJLV39_340012500	51	LMJLV39_340012500_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
LPAL13_270023400	59	LPAL13_270023400_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
LBRM2903_000009200	32	LBRM2903_000009200_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
LSM04_007346	73	LSM04_007346_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0070500	47	TcSYL_0070500_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcYC6_0003810	63	TcYC6_0003810_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcCL_Unassigned02206	50	TcCL_Unassigned02206_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
PCON_0079130	45	PCON_0079130_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
LPAL13_040012300	33	LPAL13_040012300_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
LMJSD75_100015700	49	LMJSD75_100015700_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcCL_ESM07638	58	TcCL_ESM07638_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
Tb427_000226100	56	Tb427_000226100_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
TcCL_Unassigned01722	36	TcCL_Unassigned01722_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
LTULEM423_350032100	48	LTULEM423_350032100_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0020400	55	TcSYL_0020400_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
LSM04_004427	37	LSM04_004427_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
LSM04_008935	45	LSM04_008935_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
TevSTIB805.11_02.850	76	TevSTIB805.11_02.850_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
Tc_MARK_9962	60	Tc_MARK_9962_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
TcBrA4_0021760	50	TcBrA4_0021760_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0134570	46	TcSYL_0134570_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcCL_NonESM09990	36	TcCL_NonESM09990_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
LBRM2903_270013700	57	LBRM2903_270013700_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcBrA4_0065550	55	TcBrA4_0065550_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0168230	38	TcSYL_0168230_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0093390	30	TcSYL_0093390_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0057810	43	TcSYL_0057810_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
TcG_04240	55	TcG_04240_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0205670	55	TcSYL_0205670_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
LARLEM1108_320013800	51	LARLEM1108_320013800_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
TcG_02909	33	TcG_02909_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcG_05768	59	TcG_05768_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0108600	55	TcSYL_0108600_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TCDM_11648	43	TCDM_11648_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
LBRM2903_350037500	54	LBRM2903_350037500_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0168470	63	TcSYL_0168470_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
DQ04_05901000	27	DQ04_05901000_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
LTULEM423_120010900	56	LTULEM423_120010900_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb
TcG_07556	33	TcG_07556_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0059290	42	TcSYL_0059290_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
TcG_06288	37	TcG_06288_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcCL_Unassigned05656	36	TcCL_Unassigned05656_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
CUR178_07550	37	CUR178_07550_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
EMOLV88_000031700	59	EMOLV88_000031700_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0030390	29	TcSYL_0030390_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
DQ04_17431000	56	DQ04_17431000_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
TcCL_ESM11178	54	TcCL_ESM11178_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0028040	46	TcSYL_0028040_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
DQ04_02591070	33	DQ04_02591070_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
LPAL13_350051900	39	LPAL13_350051900_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcCL_Unassigned04963	34	TcCL_Unassigned04963_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
Baya_205_0010	57	Baya_205_0010_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
TcCL_ESM00641	41	TcCL_ESM00641_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
Tb427_000383800	42	Tb427_000383800_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TcCL_ESM09362	28	TcCL_ESM09362_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcCL_ESM10188	70	TcCL_ESM10188_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb
TcSYL_0092170	34	TcSYL_0092170_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcCL_Unassigned03379	62	TcCL_Unassigned03379_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0153280	30	TcSYL_0153280_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcCL_NonESM11536	28	TcCL_NonESM11536_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcSYL_0163360	59	TcSYL_0163360_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0095130	38	TcSYL_0095130_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
LMJSD75_300018100	53	LMJSD75_300018100_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcCL_NonESM07947	38	TcCL_NonESM07947_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
TcCL_Unassigned01462	39	TcCL_Unassigned01462_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
TcCL_Unassigned01360	37	TcCL_Unassigned01360_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
LPAL13_340017000	31	LPAL13_340017000_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcCL_Unassigned02639	52	TcCL_Unassigned02639_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcSYL_0152860	29	TcSYL_0152860_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
LMJLV39_250014400	37	LMJLV39_250014400_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
LSM04_008417	53	LSM04_008417_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcCL_ESM07385	35	TcCL_ESM07385_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
LSCM4_01729	42	LSCM4_01729_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcCL_ESM10933	28	TcCL_ESM10933_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
LTULEM423_350046800	57	LTULEM423_350046800_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0060710	54	TcSYL_0060710_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
LtaP20.0370	51	LtaP20.0370_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0057860	52	TcSYL_0057860_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
TcG_10089	67	TcG_10089_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
LMJLV39_350060200	47	LMJLV39_350060200_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0001570	62	TcSYL_0001570_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0161310	45	TcSYL_0161310_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0169810	69	TcSYL_0169810_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
LAEL147_000770900	37	LAEL147_000770900_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
LAEL147_000720200	39	LAEL147_000720200_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
LSCM4_01457	51	LSCM4_01457_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0195360	37	TcSYL_0195360_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
LMJLV39_330021800	49	LMJLV39_330021800_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
LMJSD75_070006500	57	LMJSD75_070006500_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb
LTRL590_090020500	35	LTRL590_090020500_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
LBRM2903_300043700	44	LBRM2903_300043700_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
DQ04_12041020	52	DQ04_12041020_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcCL_ESM11802	34	TcCL_ESM11802_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
LMJSD75_310020000	54	LMJSD75_310020000_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
LGELEM452_360055500	36	LGELEM452_360055500_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcG_01248	44	TcG_01248_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0041040	48	TcSYL_0041040_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
LPAL13_240009600	55	LPAL13_240009600_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb
TcCL_Unassigned05308	47	TcCL_Unassigned05308_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
LMJLV39_330033600	46	LMJLV39_330033600_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0095210	54	TcSYL_0095210_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0149660	44	TcSYL_0149660_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0025380	44	TcSYL_0025380_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcCL_ESM09268	46	TcCL_ESM09268_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0071420	51	TcSYL_0071420_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcG_11306	38	TcG_11306_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
PCON_0084170	57	PCON_0084170_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
BCY84_10508	33	BCY84_10508_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcSYL_0035590	45	TcSYL_0035590_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
LPAL13_310032900	52	LPAL13_310032900_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
LARLEM1108_210022800	52	LARLEM1108_210022800_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
TcCL_ESM08645	51	TcCL_ESM08645_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
LAEL147_000788700	39	LAEL147_000788700_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0045650	50	TcSYL_0045650_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
LARLEM1108_130014600	42	LARLEM1108_130014600_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
LGELEM452_100005000	53	LGELEM452_100005000_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0061940	40	TcSYL_0061940_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0069510	55	TcSYL_0069510_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcSYL_0058210	40	TcSYL_0058210_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
Tb427_100137900	46	Tb427_100137900_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
LMARLEM2494_320033200	32	LMARLEM2494_320033200_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
TcCL_Unassigned01562	54	TcCL_Unassigned01562_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
LENLEM3045_000039500	44	LENLEM3045_000039500_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb
LMJLV39_000011000	61	LMJLV39_000011000_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb
TcSYL_0081940	55	TcSYL_0081940_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
TcG_06481	68	TcG_06481_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
LBRM2903_170007400	31	LBRM2903_170007400_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TevSTIB805.11_01.18190	60	TevSTIB805.11_01.18190_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
TcYC6_0027530	41	TcYC6_0027530_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcG_00223	42	TcG_00223_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
LMJSD75_150019200	57	LMJSD75_150019200_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0012770	42	TcSYL_0012770_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
LTULEM423_310009800	66	LTULEM423_310009800_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
TcG_09128	32	TcG_09128_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
DQ04_23511000	48	DQ04_23511000_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
Tb427_110094000	55	Tb427_110094000_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
LBRM2903_080016100	53	LBRM2903_080016100_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
Baya_111_0100	55	Baya_111_0100_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0054100	44	TcSYL_0054100_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0161600	56	TcSYL_0161600_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0137240	54	TcSYL_0137240_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
GH5_00115	59	GH5_00115_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
LSM04_001731	55	LSM04_001731_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
PCON_0064350	92	PCON_0064350_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
TCSYLVIO_009165	29	TCSYLVIO_009165_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0168410	47	TcSYL_0168410_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
DQ04_20951000	57	DQ04_20951000_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TcCL_NonESM03699	37	TcCL_NonESM03699_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0055260	53	TcSYL_0055260_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
TevSTIB805.10.7390	41	TevSTIB805.10.7390_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0061390	26	TcSYL_0061390_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TCDM_11696	39	TCDM_11696_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
Baya_417_0010	40	Baya_417_0010_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcYC6_0007960	36	TcYC6_0007960_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0045470	66	TcSYL_0045470_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
TcIL3000.A.H_000178600	62	TcIL3000.A.H_000178600_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0091550	38	TcSYL_0091550_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
TcCL_ESM09414	54	TcCL_ESM09414_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb
LTRL590_020009800	31	LTRL590_020009800_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
LBRM2903_070014200	60	LBRM2903_070014200_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0034490	47	TcSYL_0034490_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
LMJSD75_330016600	35	LMJSD75_330016600_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcCL_ESM08757	59	TcCL_ESM08757_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
LPAL13_040012000	62	LPAL13_040012000_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
TcCL_Unassigned02531	28	TcCL_Unassigned02531_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
BCY84_10558	34	BCY84_10558_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb
TcSYL_0195220	40	TcSYL_0195220_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TcSYL_0071590	60	TcSYL_0071590_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
DQ04_04981020	42	DQ04_04981020_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb
TcSYL_0151870	52	TcSYL_0151870_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
DQ04_13981020	56	DQ04_13981020_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb
LGELEM452_280017200	35	LGELEM452_280017200_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb
JKF63_01279	62	JKF63_01279_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb
GH5_08108	55	GH5_08108_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
TCDM_12245	32	TCDM_12245_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
TcSYL_0193750	48	TcSYL_0193750_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
TcCL_Unassigned04192	30	TcCL_Unassigned04192_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcBrA4_0054720	64	TcBrA4_0054720_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb
TcCL_NonESM09557	31	TcCL_NonESM09557_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb
TcCL_Unassigned02789	58	TcCL_Unassigned02789_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
TcSYL_0167800	44	TcSYL_0167800_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
PCON_0085750	55	PCON_0085750_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb
LBRM2903_250008700	59	LBRM2903_250008700_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb
