Ortholog_Group	mean	median	min	max	std	skew
ADEAN_000087900	66.73913043478261	67.0	61.0	74.0	3.137309515722422	-0.26629954553622565
ADEAN_000088400	86.75	89.0	75.0	90.0	3.870175818947405	-1.7814635415884994
ADEAN_000088700	88.7909090909091	88.0	79.0	95.0	3.4802073505279685	0.08160611917864519
ADEAN_000091100	87.03125	87.0	84.0	89.0	0.7398506824069752	-1.5796328599080265
ADEAN_000091500	92.375	92.0	90.0	95.0	0.9418581497197677	0.13899024067269594
ADEAN_000092300	65.0	65.0	65.0	65.0		
ADEAN_000093200	83.0	82.0	82.0	85.0	1.5000000000000007	0.8571428571428571
ADEAN_000093400	92.08974358974359	92.0	78.0	97.0	4.787580431224366	-1.557658879233619
ADEAN_000097800	92.6	93.0	90.0	94.0	1.1737877907772685	-1.587086899730691
ADEAN_000097900	52.42857142857143	50.0	48.0	62.0	5.061526214398936	1.333039010391061
ADEAN_000115300	85.74545454545455	85.0	80.0	91.0	3.062425701703008	0.01715615642510582
ADEAN_000116800	89.125	89.0	88.0	92.0	1.1474609652039038	1.2386810520066829
ADEAN_000126200	59.2	60.0	49.0	68.0	6.760177512462229	-0.5107786062976332
ADEAN_000128400	60.09090909090909	60.0	55.0	65.0	2.9139164522870393	-0.10949449686363369
ADEAN_000131500	80.72857142857143	81.0	72.0	86.0	2.6425801432812994	-2.1902990067968298
ADEAN_000132300	68.4	68.0	66.0	71.0	1.5000000000000024	0.6119162640901646
ADEAN_000134100	84.78260869565217	86.0	71.0	89.0	4.055933047447344	-2.0882143136559446
ADEAN_000137300	63.36666666666667	63.0	61.0	67.0	1.401559066215889	0.9777029624282351
ADEAN_000139400	71.76470588235294	71.0	69.0	79.0	2.610780816267089	1.4616184768429714
ADEAN_000140800	75.975	77.0	68.0	80.0	2.5468683636062632	-1.5586643986211641
ADEAN_000145500	79.64367816091954	82.0	71.0	85.0	4.692837222570223	-0.7117352748399643
ADEAN_000149900	74.72463768115942	73.0	72.0	85.0	3.152422308465693	1.4274113749936286
ADEAN_000150500	75.79220779220779	75.0	69.0	82.0	2.6770843445497223	-0.24063859805874435
ADEAN_000152200	72.44444444444444	73.0	63.0	77.0	3.4678730932445747	-1.1268810391000665
ADEAN_000152800	95.75510204081633	96.0	90.0	97.0	1.0514001031342637	-3.743056587212912
ADEAN_000153300	90.37209302325581	90.0	80.0	93.0	1.976327231121904	-3.4785905189476987
ADEAN_000153500	80.44067796610169	80.0	71.0	89.0	3.440485062236376	-0.9696366454998925
ADEAN_000154300	82.03125	82.0	75.0	86.0	2.152656166559945	-0.36690252708946086
ADEAN_000154400	85.68253968253968	86.0	82.0	89.0	1.6831747731439834	-0.42162963665133163
ADEAN_000154600	76.47540983606558	75.0	74.0	83.0	2.687046441585072	0.42506902471787766
ADEAN_000154700	79.16666666666667	79.0	74.0	85.0	1.6689250236194835	0.36042649423942014
ADEAN_000158200	84.22222222222223	84.0	83.0	85.0	0.8333333333333344	-0.5005714285714579
ADEAN_000159500	56.95454545454545	57.0	40.0	63.0	5.446512844426439	-1.4881104663796871
ADEAN_000162300	54.0	54.0	54.0	54.0		
ADEAN_000163400	55.0	55.0	55.0	55.0		
ADEAN_000165100	94.5	95.0	91.0	95.0	0.9805806756909206	-2.271613193305585
ADEAN_000165700	64.1063829787234	63.0	58.0	74.0	3.0376910750650827	1.1287450002223178
ADEAN_000166100	60.12676056338028	64.0	48.0	70.0	6.251695946963479	-0.6475493540880218
ADEAN_000170300	63.88	62.0	60.0	76.0	4.126338166785012	1.531725671531755
ADEAN_000170800	68.41176470588235	68.0	68.0	69.0	0.5072996561958932	0.39424430424369844
ADEAN_000171700	46.5625	45.5	42.0	57.0	3.982775414205525	1.3538824759703338
ADEAN_000172200	76.6875	77.0	73.0	81.0	1.8518009252256753	0.38047566023893514
ADEAN_000174800	95.22556390977444	96.0	70.0	98.0	2.5954988466439515	-7.391584047103888
ADEAN_000176700	73.33333333333333	73.0	70.0	77.0	2.2509257354845507	0.32735069560371843
ADEAN_000178000	87.9622641509434	88.0	78.0	93.0	1.970574536982935	-2.4997593694906244
ADEAN_000178100	60.77272727272727	61.0	59.0	63.0	1.3777766140664445	-0.271619017808864
ADEAN_000180800	75.6969696969697	76.0	69.0	79.0	1.5709242598874786	-2.0361884247693673
ADEAN_000186000	89.0	89.0	86.0	92.0	2.1984843263788196	0.27804849874210563
ADEAN_000187100	73.78666666666666	74.0	71.0	79.0	2.5484140979076484	0.5270675338851835
ADEAN_000187500	86.94285714285714	87.0	83.0	89.0	0.9307269137570487	-0.5503261420005012
ADEAN_000188700	75.63636363636364	75.0	73.0	80.0	1.4799577160978696	1.1188286438049813
ADEAN_000191300	55.09090909090909	54.5	51.0	59.0	2.3075258015188727	-0.09597440448483033
ADEAN_000194400	94.89024390243902	95.0	93.0	96.0	0.8013275645471717	-1.1255062464706327
ADEAN_000195700	82.1304347826087	82.0	79.0	85.0	1.486434043611723	-0.24362079663306618
ADEAN_000196800	95.25581395348837	96.0	88.0	96.0	1.7470113698735135	-2.6324369637229634
ADEAN_000198200	96.82857142857142	97.0	96.0	98.0	0.4528156543304642	-0.7520422702063203
ADEAN_000199500	71.390625	74.0	62.0	83.0	6.353644592135657	-0.23043332623390894
ADEAN_000200600	92.73913043478261	94.0	87.0	95.0	2.245338703563409	-1.493343109859676
ADEAN_000203400	64.5909090909091	64.0	63.0	67.0	1.2595952074297871	1.1898839883854837
ADEAN_000205200	71.86274509803921	72.0	67.0	78.0	2.391816112021466	0.12309419225101366
ADEAN_000209600	67.97297297297297	67.0	63.0	74.0	2.254458378986533	0.589010829965033
ADEAN_000210900	65.0	65.0	52.0	73.0	3.391164991562635	-0.7912031472235488
ADEAN_000211000	59.92857142857143	60.5	45.0	72.0	6.434331442971556	-0.32958251998270616
ADEAN_000212100	72.98529411764706	73.0	68.0	74.0	1.2031382727053725	-1.5603849726044534
ADEAN_000212300	52.41509433962264	53.0	41.0	71.0	5.234625702085001	0.23600393488019136
ADEAN_000213000	82.03125	82.0	67.0	89.0	3.1621207972669136	-2.632058807651549
ADEAN_000218300	94.72222222222223	95.0	94.0	96.0	0.614636297152862	0.23322973097158248
ADEAN_000220500	94.20408163265306	93.0	88.0	97.0	1.8140607284571812	-0.8190823272800681
ADEAN_000222900	87.3225806451613	87.0	85.0	90.0	1.5968636632360147	0.022415361472610588
ADEAN_000223200	78.73469387755102	81.0	61.0	82.0	4.522054797526975	-1.7514790920864527
ADEAN_000223300	78.28260869565217	79.0	75.0	82.0	1.77216808179838	-0.5504084965347867
ADEAN_000225800	51.666666666666664	52.0	41.0	65.0	5.0533386868542625	0.3499965934548425
ADEAN_000228700	78.88	79.0	78.0	82.0	0.9712534856222338	1.7396699163821643
ADEAN_000234400	60.857142857142854	62.0	46.0	68.0	5.140872632984737	-1.0438807611284142
ADEAN_000234700	78.36666666666666	79.0	74.0	81.0	2.170422646232017	-0.5019239853800707
ADEAN_000235000	79.8135593220339	78.0	75.0	89.0	4.027810975049671	0.3473108727279671
ADEAN_000237700	68.04761904761905	72.0	58.0	75.0	5.499783545524229	-0.5107314157475527
ADEAN_000242200	74.07142857142857	74.0	70.0	81.0	2.853569193634026	0.9627726699874496
ADEAN_000242400	86.35849056603773	86.0	76.0	92.0	2.74628658109204	-0.7151836056182529
ADEAN_000244400	86.08163265306122	86.0	79.0	88.0	1.4977307097444301	-2.7824263174085475
ADEAN_000245000	73.0	73.0	73.0	73.0		
ADEAN_000246100	62.88709677419355	63.0	57.0	68.0	2.2839772522601627	-0.5305123940945795
ADEAN_000247500	55.18181818181818	55.0	54.0	57.0	0.9069238239845853	0.873978120306659
ADEAN_000247700	69.52083333333333	73.0	55.0	77.0	5.251097487449177	-0.8679789902983356
ADEAN_000248400	77.57142857142857	78.5	69.0	87.0	6.2599371551808085	-0.12216135067453207
ADEAN_000250200	73.359375	73.0	72.0	77.0	1.1320326920513495	1.614989825864364
ADEAN_000258400	45.97872340425532	46.0	43.0	54.0	2.3077314449111324	1.1687633023302082
ADEAN_000258800	67.0	66.0	65.0	75.0	2.4152294576982407	2.083055042486858
ADEAN_000262200	77.61111111111111	78.0	76.0	81.0	0.8484543619911764	1.5622122978997646
ADEAN_000265200	86.79245283018868	87.0	84.0	91.0	1.306176018383992	0.02432766712177085
ADEAN_000265700	77.34246575342466	77.0	74.0	80.0	1.016792042572449	-0.5761056850278314
ADEAN_000268500	74.42857142857143	75.0	70.0	79.0	2.5448360411214073	-0.2299632249030415
ADEAN_000268700	66.94545454545455	69.0	56.0	74.0	5.794052448074985	-0.5625868530827199
ADEAN_000271000	59.146341463414636	58.0	54.0	67.0	2.382865665640388	1.868992762706819
ADEAN_000271500	68.52542372881356	69.0	59.0	73.0	2.860889252899921	-1.7878994023820476
ADEAN_000272100	74.0	72.0	66.0	89.0	6.6932802122726	1.266817822914318
ADEAN_000272300	78.71014492753623	79.0	74.0	82.0	2.163204657551349	-0.9958636812319318
ADEAN_000273200	59.83098591549296	61.0	54.0	68.0	3.0751813674409405	0.15467029944237876
ADEAN_000277300	94.34375	94.0	91.0	96.0	1.1713342006122003	-0.2216309797870659
ADEAN_000277700	75.0	74.0	65.0	81.0	2.4965091907571413	-0.8737146579910889
ADEAN_000280500	66.45161290322581	68.0	53.0	80.0	8.586185453690208	-0.7043917352323925
ADEAN_000280800	72.73170731707317	72.0	71.0	78.0	1.5333686811054645	1.7895859947546457
ADEAN_000282300	90.5609756097561	94.0	60.0	95.0	9.682584315377285	-2.6370294945372197
ADEAN_000282700	70.69642857142857	71.0	68.0	74.0	1.1106041411959342	1.2160589347865811
ADEAN_000288300	94.3076923076923	95.0	77.0	97.0	2.4743880362316206	-5.415927742444997
ADEAN_000293800	84.66071428571429	85.0	81.0	89.0	2.2014605541386794	-0.3030828501078326
ADEAN_000296000	76.65217391304348	77.0	74.0	78.0	0.8316847989130759	-1.8305600650409088
ADEAN_000298000	60.888888888888886	60.0	56.0	68.0	3.6764575163166304	1.0102705166441337
ADEAN_000298200	92.48	93.0	87.0	94.0	1.388044187577137	-2.6986354021136103
ADEAN_000301200	69.03333333333333	69.0	61.0	73.0	2.632467484599051	-1.2659720969864139
ADEAN_000308600	66.02325581395348	66.0	63.0	70.0	1.8320996553918183	0.23211845448236432
ADEAN_000311700	86.27536231884058	87.0	77.0	89.0	2.2679613673635126	-1.022215694459526
ADEAN_000311900	61.666666666666664	62.0	59.0	65.0	2.1213203435596424	0.1571348402636816
ADEAN_000312700	77.16666666666667	79.0	67.0	80.0	4.996665554814198	-2.4130912400616267
ADEAN_000314800	83.42105263157895	83.0	81.0	86.0	1.3870748387117173	0.39172923729482145
ADEAN_000315300	75.48314606741573	75.0	69.0	80.0	1.3908169570318383	0.6837121142198388
ADEAN_000317100	77.85185185185185	77.0	75.0	83.0	2.2136587135972197	0.7073210663608076
ADEAN_000319100	82.52083333333333	80.0	78.0	88.0	2.873129980791821	0.33699485761498943
ADEAN_000320100	78.0	78.0	71.0	82.0	2.860387767736777	-1.2306023818529779
ADEAN_000324600	73.5	73.5	66.0	83.0	3.9724048132082403	0.12443257955564663
ADEAN_000331100	71.58	70.0	65.0	80.0	5.006485589631075	0.5275721212392761
ADEAN_000333300	67.57142857142857	68.0	60.0	70.0	1.4181954010250926	-4.084327045193409
ADEAN_000334900	87.33333333333333	87.0	82.0	93.0	3.632292442397327	0.45419402424969835
ADEAN_000338000	79.0	79.0	76.0	84.0	1.9748417658131503	0.5596717554936051
ADEAN_000338300	76.55714285714286	76.0	67.0	83.0	1.9607430881063777	-0.6105432906952827
ADEAN_000340200	70.08695652173913	70.0	69.0	72.0	0.9493080483968233	0.16368603578193458
ADEAN_000341600	83.59649122807018	82.0	80.0	90.0	2.5203432952307336	0.6558400710977311
ADEAN_000341700	85.08955223880596	85.0	78.0	90.0	2.885340919322117	0.22387589073401343
ADEAN_000342000	92.74468085106383	93.0	89.0	95.0	1.3904657509717195	-0.5329069307948456
ADEAN_000342300	82.87878787878788	83.0	77.0	88.0	1.9486786509962293	-0.4394562960940627
ADEAN_000342400	57.46296296296296	54.0	44.0	75.0	7.226035116717629	0.5716399171467375
ADEAN_000344500	74.72881355932203	76.0	67.0	87.0	3.2896415718945877	0.34480676991580755
ADEAN_000349400	87.45614035087719	87.0	78.0	92.0	2.2366283253290367	-1.235160806358256
ADEAN_000349900	79.1029411764706	81.0	69.0	86.0	4.769742024634325	-0.8386221689222663
ADEAN_000350000	72.39682539682539	71.0	69.0	79.0	2.5307125258268406	0.9972840231375817
ADEAN_000351300	58.0	59.0	54.0	63.0	2.2360679774997902	-0.6464644528180932
ADEAN_000353400	82.5	82.5	79.0	86.0	3.109126351029607	0.0
ADEAN_000353900	72.0	71.0	69.0	81.0	2.5819888974716108	3.080681610240414
ADEAN_000354300	73.07692307692308	74.0	70.0	75.0	1.2656263092837157	-0.6324552291064136
ADEAN_000354500	63.26229508196721	67.0	54.0	69.0	4.366163988920032	-0.4217430122998936
ADEAN_000355800	69.83333333333333	70.5	66.0	72.0	1.977818168053466	-0.7156439134278956
ADEAN_000363400	74.70689655172414	77.0	60.0	78.0	3.978047747808912	-2.3888885940850924
ADEAN_000368100	80.40425531914893	80.0	78.0	85.0	1.849319198681602	0.9229966997059311
ADEAN_000371200	81.18840579710145	84.0	69.0	88.0	5.9563988388139855	-0.5044635428615997
ADEAN_000376800	79.31818181818181	79.0	78.0	81.0	0.8387271329003272	-0.16068304634807787
ADEAN_000377200	72.33333333333333	72.0	70.0	75.0	2.516611478423585	0.5855827262814047
ADEAN_000377400	63.96	64.0	62.0	71.0	1.6950909513454822	3.1362334534498117
ADEAN_000377800	67.14285714285714	68.0	62.0	71.0	1.4719601443879755	-0.6246055226815566
ADEAN_000380200	80.52830188679245	80.0	76.0	86.0	2.3583222000862074	0.6488097945245767
ADEAN_000382100	64.17543859649123	64.0	46.0	67.0	2.784669812547313	-5.083005185519705
ADEAN_000382300	60.0	60.0	55.0	62.0	1.3301243435223544	-2.0122342337127948
ADEAN_000383800	79.85714285714286	81.0	70.0	85.0	3.4930013170707794	-1.0732171970104842
ADEAN_000384900	85.23529411764706	86.5	75.0	90.0	3.143900263594188	-1.6401431001957343
ADEAN_000385300	55.470588235294116	55.0	50.0	65.0	3.193129880128985	1.7261162225229147
ADEAN_000385600	51.15	51.0	49.0	55.0	1.7766289022782036	0.45469013748161874
ADEAN_000385800	89.22222222222223	90.0	73.0	94.0	2.4484739891658847	-2.2990169003447405
ADEAN_000386100	68.42857142857143	67.0	62.0	78.0	4.130029401486486	0.6642378554334522
ADEAN_000388900	45.0	45.0	45.0	45.0		
ADEAN_000389400	67.43137254901961	67.0	63.0	75.0	2.5710301589890703	0.9017187254231215
ADEAN_000390700	73.51818181818182	73.5	66.0	83.0	4.465426447847314	0.27253147073640815
ADEAN_000390800	89.61111111111111	89.0	88.0	96.0	1.7868437137915387	3.101538851336341
ADEAN_000391100	92.58730158730158	91.0	87.0	96.0	2.916222261513312	0.01292202592383841
ADEAN_000391400	71.07692307692308	71.0	70.0	74.0	0.9465345222494241	1.7176960244352644
ADEAN_000391600	57.4	57.0	54.0	60.0	2.0632844828435206	-0.1733981668579342
ADEAN_000391900	77.19444444444444	77.0	76.0	83.0	1.3388968434623736	1.6612045886554891
ADEAN_000392200	90.0	90.0	84.0	92.0	1.247219128924646	-2.996871211607787
ADEAN_000392300	75.54545454545455	75.0	72.0	78.0	2.161649202050895	-0.2208046543702935
ADEAN_000393000	85.11111111111111	85.0	78.0	90.0	3.0657287568305085	-0.31070532428669684
ADEAN_000396100	72.57142857142857	76.0	60.0	82.0	7.984807001871919	-0.5620749152786874
ADEAN_000396600	82.15686274509804	82.0	76.0	87.0	2.1011668093667177	-0.2694523277183167
ADEAN_000396900	83.73913043478261	85.0	81.0	90.0	2.895410024415565	0.4322353686339431
ADEAN_000398400	69.24137931034483	69.0	67.0	79.0	2.0814687879646314	3.891054907601648
ADEAN_000399700	79.5925925925926	80.0	74.0	82.0	1.157722528730007	-2.544666284930283
ADEAN_000401700	75.26984126984127	75.0	68.0	81.0	2.1791264097987098	-0.11682625103097136
ADEAN_000402200	58.888888888888886	58.0	58.0	61.0	1.1666666666666674	0.8746355685131302
ADEAN_000403600	65.5	66.0	57.0	74.0	4.141032256352046	-0.5493307796216413
ADEAN_000404900	75.10344827586206	75.0	67.0	80.0	2.1980027231470607	-0.7418162392677267
ADEAN_000407400	57.339285714285715	57.0	50.0	62.0	2.843025185922947	-0.5297930525950338
ADEAN_000409600	47.476190476190474	46.0	46.0	54.0	2.400396792595916	1.5787044846385712
ADEAN_000410100	87.51219512195122	89.0	84.0	91.0	2.259667577537813	-0.3379135217281214
ADEAN_000410400	90.57142857142857	85.0	85.0	98.0	6.948792289723035	0.3741657386773954
ADEAN_000410700	89.28	89.0	87.0	91.0	0.8580947095817805	-0.1818472097085406
ADEAN_000411200	84.28846153846153	85.0	81.0	88.0	1.3333804667385627	-0.7631310296396138
ADEAN_000412100	78.94736842105263	79.0	73.0	84.0	1.766969284149507	-1.1049458916889474
ADEAN_000412200	57.666666666666664	57.0	55.0	63.0	2.7838821814150103	0.7995332799901629
ADEAN_000412500	85.68	86.5	79.0	90.0	2.189399321219209	-1.1280201946559936
ADEAN_000414400	54.72	54.0	50.0	64.0	2.7703974517776926	1.0767728300561297
ADEAN_000414800	71.28571428571429	71.0	70.0	74.0	1.2666473875533002	0.6975592832842865
ADEAN_000415600	76.31884057971014	77.0	74.0	83.0	1.4089290219586328	1.5197015798989841
ADEAN_000415900	96.925	97.0	95.0	98.0	0.4141485088006145	-1.6298329933143598
ADEAN_000418000	58.61224489795919	58.0	49.0	65.0	5.1592002227841	-0.01991572164569537
ADEAN_000418400	86.07272727272728	86.0	82.0	91.0	1.9134470103139654	0.880106809183747
ADEAN_000418600	56.888888888888886	58.0	51.0	61.0	3.218867985971328	-0.7390120024183532
ADEAN_000419200	71.13793103448276	71.0	61.0	75.0	2.898567558277216	-2.017773034079824
ADEAN_000420900	73.16666666666667	74.0	69.0	75.0	1.4516696017924917	-1.332254107091716
ADEAN_000422900	69.88	69.0	68.0	79.0	2.4207436873820445	2.872364057400783
ADEAN_000424600	70.44927536231884	71.0	66.0	80.0	2.815588079226798	1.1522278300752122
ADEAN_000425500	71.15384615384616	68.0	63.0	87.0	7.010066022586778	1.2504338561148998
ADEAN_000425900	64.98412698412699	65.0	61.0	69.0	1.4084086592168075	-0.04259273876162703
ADEAN_000427300	85.14925373134328	86.0	81.0	90.0	1.9009864372596046	-0.37060712092301507
ADEAN_000428200	82.35416666666667	83.5	73.0	87.0	3.521904606422159	-0.9719973195816399
ADEAN_000430600	78.86075949367088	78.0	70.0	85.0	2.8135850714409987	-0.15523191503398281
ADEAN_000432400	47.689655172413794	47.0	43.0	56.0	2.6739944475295236	0.8873165782626906
ADEAN_000433500	91.50877192982456	93.0	85.0	94.0	2.010000062344917	-1.2439199396892833
ADEAN_000438500	96.625	97.0	96.0	97.0	0.49453535504683843	-0.5514818504764764
ADEAN_000442400	94.17647058823529	94.0	89.0	96.0	1.2922406373403112	-2.6053900802085797
ADEAN_000443300	76.76923076923077	77.0	71.0	81.0	2.3547006995827213	-0.9748606244765664
ADEAN_000443800	73.58620689655173	73.0	71.0	77.0	1.043517714080947	1.1059204874773028
ADEAN_000449400	90.975	92.0	83.0	93.0	1.6456694224847461	-2.2312196791958496
ADEAN_000451000	88.48780487804878	88.0	88.0	90.0	0.5532608435228481	0.5157065799471129
ADEAN_000451600	88.82926829268293	89.0	86.0	92.0	1.6109382207954173	-0.6514754470191995
ADEAN_000456600	74.06666666666666	74.0	71.0	77.0	1.3870146083619739	0.049693869816542224
ADEAN_000457000	64.46575342465754	65.0	62.0	70.0	1.5282723704746435	0.9667756110258267
ADEAN_000457600	89.3125	89.0	86.0	92.0	1.1801936887041637	0.19717034811178852
ADEAN_000459000	91.57142857142857	92.0	87.0	94.0	1.5548576840284847	-1.8738926356831658
ADEAN_000460800	82.0	82.0	79.0	85.0	1.2724180205607065	-0.4576742326549658
ADEAN_000461000	83.85	84.0	81.0	86.0	0.9212588934267892	-1.1381137092433924
ADEAN_000461300	74.39285714285714	75.0	59.0	79.0	4.085559807639455	-2.0072204840494017
ADEAN_000461900	79.96428571428571	80.0	76.0	85.0	2.045449200997777	0.13564891916455724
ADEAN_000463600	86.38461538461539	86.0	84.0	88.0	0.9351438002390345	0.5575574540120066
ADEAN_000464900	64.32	64.0	58.0	70.0	2.3771016479944573	-0.12256676329293445
ADEAN_000466200	73.0	74.0	63.0	77.0	3.257099269622259	-1.0290258499400884
ADEAN_000466300	77.0	77.0	73.0	82.0	2.6457513110645876	0.7559289460184543
ADEAN_000466800	82.5	82.5	82.0	83.0	0.7071067811865476	
ADEAN_000469400	61.67857142857143	63.0	56.0	66.0	2.5827572322297194	-1.0890134256361663
ADEAN_000475100	49.73913043478261	48.0	44.0	61.0	5.310516079221302	0.9593274740862919
ADEAN_000475200	87.4	88.0	84.0	90.0	1.635140425323254	-0.24398524130106164
ADEAN_000479800	66.33823529411765	70.0	41.0	79.0	9.874753417087833	-1.027827424659017
ADEAN_000480000	78.76666666666667	79.0	71.0	82.0	1.5983748808984068	-1.819360772775093
ADEAN_000482100	46.9622641509434	45.0	42.0	60.0	5.629463234936161	0.8749506946807002
ADEAN_000484700	66.38775510204081	65.0	61.0	74.0	2.775009958920659	0.847840139149327
ADEAN_000486100	69.77358490566037	68.0	65.0	83.0	3.795956904969173	1.659372120201216
ADEAN_000486300	63.76923076923077	65.0	54.0	68.0	3.7874285979560565	-0.6870649267457248
ADEAN_000487900	94.8409090909091	96.0	86.0	96.0	2.312183925030889	-2.9900830312465843
ADEAN_000488100	79.10714285714286	79.0	77.0	83.0	1.3700307029348386	1.189294974105491
ADEAN_000490400	67.92727272727272	68.0	64.0	76.0	2.794535311894915	0.5741589092595643
ADEAN_000490500	85.82352941176471	87.0	83.0	89.0	1.9995609702504402	-0.3727811562773413
ADEAN_000490600	82.35820895522389	82.0	78.0	87.0	1.888574037487042	0.5609721123277698
ADEAN_000491600	89.17283950617283	90.0	79.0	93.0	2.155168922943112	-2.5262176844118627
ADEAN_000494800	92.04081632653062	92.0	89.0	94.0	0.6441785361175562	-1.4984894389502303
ADEAN_000495900	65.765625	66.0	63.0	70.0	1.1511510802339489	0.6715788304138571
ADEAN_000496500	93.25	93.0	89.0	95.0	0.7584861269787864	-1.644021080096275
ADEAN_000498600	83.73228346456693	84.0	71.0	93.0	4.327408409184832	-0.5537584982170295
ADEAN_000501900	79.08620689655173	79.0	75.0	82.0	2.311561200685159	-0.3115911528167614
ADEAN_000505700	87.66666666666667	88.5	84.0	89.0	1.9663841605003511	-1.6746999464427885
ADEAN_000514300	64.30985915492958	64.0	57.0	76.0	2.3274237707067247	1.123297817245498
ADEAN_000516100	69.56666666666666	70.0	57.0	76.0	5.20549470667708	-0.2313005239510439
ADEAN_000518300	89.53030303030303	91.0	67.0	91.0	3.2497086116459837	-5.38890606967677
ADEAN_000519300	41.391304347826086	37.0	34.0	51.0	7.267823335679489	0.22057973006393666
ADEAN_000522300	89.6625	90.0	81.0	93.0	2.305435239942701	-2.473757050134692
ADEAN_000524700	80.55555555555556	80.5	79.0	87.0	1.6808916756878847	1.8282557086617768
ADEAN_000529900	68.52173913043478	68.0	65.0	74.0	1.5164158098003873	1.07600130708535
ADEAN_000530700	74.10810810810811	74.0	69.0	81.0	2.0108564204197954	0.6455278208896581
