Ortholog_Group	mean	median	min	max	std	skew
OG6_100091	73.85643564356435	72.0	61.0	92.0	6.1493989649530825	0.17734692570359414
OG6_100093	51.0	51.0	51.0	51.0	0.0	
OG6_100096	85.31972789115646	80.0	70.0	97.0	8.026485604442728	0.15391675063947818
OG6_100097	49.5	49.0	45.0	57.0	3.9874804074753767	1.547295708133913
OG6_100099	62.0	63.0	50.0	72.0	9.092121131323903	-0.6386245331575062
OG6_100101	75.26315789473684	73.0	64.0	92.0	4.745758340057173	0.8819806225515697
OG6_100102	77.0	77.0	77.0	77.0		
OG6_100103	81.73372781065089	82.0	55.0	94.0	5.058595791111693	-3.0624853010090525
OG6_100104	62.666666666666664	61.0	57.0	70.0	6.658328118479393	1.0558318939643143
OG6_100106	72.44444444444444	71.0	67.0	83.0	5.052502130408039	1.3543470980105532
OG6_100107	85.57142857142857	86.0	68.0	93.0	4.241176445250957	-1.6111706136819917
OG6_100108	82.73538461538462	88.0	42.0	95.0	11.42760939174316	-1.775964143093795
OG6_100109	90.39862542955326	93.0	48.0	97.0	8.804732162244818	-3.9924214348632434
OG6_100110	54.7	45.0	42.0	93.0	14.782991649367295	1.221197459689545
OG6_100111	94.05801104972376	96.0	74.0	98.0	4.534198084094426	-1.2017217033312813
OG6_100112	69.0	64.0	56.0	87.0	16.09347693943108	1.2631319760603548
OG6_100115	83.0	83.0	83.0	83.0		
OG6_100116	87.45080500894454	87.0	50.0	98.0	6.269306387017574	-1.2986941773065632
OG6_100118	47.470588235294116	46.0	39.0	57.0	4.5016336903787435	0.39482521520237385
OG6_100119	82.1556886227545	84.0	64.0	96.0	5.063531566681211	-2.1884639963367643
OG6_100120	87.2847533632287	88.0	57.0	93.0	4.98646174411781	-3.7029817412618002
OG6_100121	49.333333333333336	49.0	48.0	51.0	1.5275252316519456	0.9352195295828106
OG6_100122	61.86538461538461	63.5	39.0	90.0	11.845457218356565	-0.2691677697995685
OG6_100123	42.0	42.0	42.0	42.0		
OG6_100127	93.60714285714286	94.0	72.0	96.0	2.039556180587704	-7.165134727323072
OG6_100129	63.0	63.0	63.0	63.0		
OG6_100130	64.33333333333333	56.0	45.0	92.0	24.583192089989723	1.3501437804997252
OG6_100132	30.0	30.0	30.0	30.0		
OG6_100133	57.5	57.5	55.0	60.0	3.5355339059327378	
OG6_100135	53.875	54.0	50.0	57.0	2.64237447329913	-0.6881743449406936
OG6_100137	84.41534391534391	86.0	36.0	96.0	8.619235628853973	-2.548330392876662
OG6_100138	66.32051282051282	64.5	53.0	76.0	5.996738485282851	0.6044791544266008
OG6_100141						
OG6_100143	78.44927536231884	78.0	61.0	93.0	5.105307247728624	1.3100491233703684
OG6_100144	79.89655172413794	81.0	46.0	85.0	6.262362244651979	-4.180085312319618
OG6_100145						
OG6_100146	92.06493506493507	93.0	78.0	96.0	2.556404044838144	-3.247108967147755
OG6_100147	86.33333333333333	92.0	48.0	94.0	12.717100207246913	-2.08028510205132
OG6_100150	71.30985915492958	71.0	60.0	77.0	2.5889410372128996	-1.1251902872596007
OG6_100151	48.22222222222222	48.0	46.0	54.0	2.38630351054606	2.005054666517322
OG6_100152						
OG6_100153	76.88888888888889	80.0	64.0	87.0	7.131697631778224	-0.6288798426867862
OG6_100154	89.23234624145786	90.0	65.0	98.0	4.8314751624260674	-0.06817180872713888
OG6_100155						
OG6_100156	42.0	41.0	40.0	49.0	2.738612787525831	2.582120628238641
OG6_100157	74.25581395348837	81.0	59.0	86.0	9.37856521356632	-0.4351374968396046
OG6_100158	81.80869565217391	82.0	71.0	91.0	2.2000624081017186	-0.6375542102277032
OG6_100159	38.6	37.0	35.0	44.0	3.7815340802378072	0.793328828021916
OG6_100160	52.5	52.5	52.0	53.0	0.5773502691896257	0.0
OG6_100161	52.57142857142857	52.0	46.0	61.0	5.593363414414827	0.25454171072959003
OG6_100163	95.0	96.0	70.0	98.0	5.3487097184436845	-4.826165947717343
OG6_100166	58.5	61.0	53.0	62.0	4.0824829046386295	-0.6214705404547035
OG6_100168	79.83582089552239	80.0	68.0	84.0	2.5441377352494894	-1.2445918698413263
OG6_100169	85.91739130434783	87.0	53.0	92.0	4.686424897278092	-4.791611808532481
OG6_100171	75.82107843137256	77.0	41.0	97.0	12.332607815938395	-0.7447652279405244
OG6_100172	88.2	92.0	76.0	94.0	7.75886589650833	-1.252023922549993
OG6_100175	62.666666666666664	63.0	59.0	66.0	3.511884584284247	-0.4232731602680002
OG6_100176	77.0126582278481	78.0	70.0	82.0	2.5844389902868197	-0.6406599885214468
OG6_100177	58.53061224489796	57.0	33.0	93.0	11.8523598777981	0.1471113015117897
OG6_100178	81.0	81.0	81.0	81.0		
OG6_100179	90.05263157894737	92.0	65.0	94.0	4.7156328294785785	-2.5575958329167983
OG6_100180	44.142857142857146	44.0	33.0	48.0	4.840306956027834	-1.137352411366025
OG6_100182						
OG6_100183	78.8875	79.0	74.0	87.0	3.303215732769384	0.464685227208241
OG6_100184	90.0	90.0	90.0	90.0		
OG6_100186	81.74468085106383	84.0	51.0	85.0	7.311301808505795	-3.600056325622696
OG6_100187	75.47311827956989	76.0	49.0	90.0	6.344445358718989	-1.5947354704184846
OG6_100188	63.0	63.0	63.0	63.0		
OG6_100189						
OG6_100190	86.84102564102564	87.0	72.0	92.0	1.9923459141442252	-2.1922436155844336
OG6_100191	47.76190476190476	48.0	35.0	62.0	7.841586331251876	0.08432100610042016
OG6_100192	51.77777777777778	51.0	50.0	59.0	2.8185890875479616	2.5728291803105394
OG6_100193	46.714285714285715	46.0	45.0	54.0	3.2513733362117265	2.515361212842832
OG6_100194	95.70644391408115	98.0	52.0	98.0	4.969979879579579	-4.648748617827385
OG6_100195						
OG6_100198	80.42713567839196	87.0	58.0	95.0	12.088205593945633	-0.6412023665372907
OG6_100199	82.21259842519684	81.0	71.0	93.0	4.698243375310427	-0.04168292391522525
OG6_100201	90.84615384615384	94.0	70.0	95.0	7.03380117535028	-2.532907449616996
OG6_100204	82.58940397350993	85.0	43.0	95.0	6.339244712484316	-2.6142271657243077
OG6_100205	93.81871345029239	94.0	91.0	96.0	0.9436478560510743	-0.4791914136937724
OG6_100207						
OG6_100208	86.06	88.0	57.0	90.0	4.148631212773357	-2.777005924933096
OG6_100210	72.985	81.0	38.0	90.0	15.360812079401713	-0.9331597057942699
OG6_100211	75.80888888888889	78.0	56.0	86.0	7.54947438515182	-0.9195405069334912
OG6_100212	88.2172131147541	89.0	61.0	95.0	3.756743021186666	-1.9444432264889775
OG6_100213	78.8	83.0	58.0	86.0	11.819475453673906	-2.0610705763266632
OG6_100215	82.42857142857143	84.0	72.0	88.0	5.798193478924933	-0.9826250961852301
OG6_100216	94.64539007092199	95.0	79.0	97.0	2.9158060678531554	-3.7813743487327995
OG6_100217	75.025	76.0	47.0	78.0	4.7796979842363285	-5.432442110621236
OG6_100218	92.72185430463576	97.0	64.0	98.0	8.943648118281853	-1.5511681119607676
OG6_100219	47.5	47.5	45.0	50.0	3.5355339059327378	
OG6_100220	73.62114537444934	74.0	56.0	90.0	6.975753996168156	-0.13327814721124942
OG6_100222	88.39181286549707	88.0	35.0	97.0	10.288985698026138	-3.640546314551621
OG6_100223	83.38745387453875	85.0	51.0	90.0	4.374300935969096	-2.2315150900312135
OG6_100224	76.88135593220339	78.0	50.0	89.0	8.12209575842707	-2.6390050873601534
OG6_100225						
OG6_100227	85.74235807860262	87.0	64.0	95.0	3.900176243920714	-1.7768017071527844
OG6_100228	80.60311284046692	84.0	60.0	93.0	8.71231113266586	-0.8341644077032093
OG6_100229	66.5	66.5	60.0	73.0	9.192388155425117	
OG6_100230	68.0	68.0	68.0	68.0		
OG6_100231	91.37575757575758	91.0	70.0	94.0	2.02228895655368	-7.375707974115058
OG6_100232	79.22093023255815	79.0	73.0	91.0	2.45141573881033	1.1115631892772397
OG6_100234	93.77981651376147	94.0	82.0	95.0	1.5596640080071464	-5.144571155653404
OG6_100235	86.18881118881119	86.0	66.0	90.0	2.5535146972691747	-4.3523771928694615
OG6_100236	81.1437125748503	83.0	49.0	90.0	5.192992786973978	-2.389402891640084
OG6_100237	52.75	51.0	38.0	80.0	10.175133086762713	1.2990052484351207
OG6_100239	85.5	88.0	74.0	92.0	7.895146188218009	-1.6459039638568238
OG6_100241						
OG6_100242	66.46153846153847	70.0	49.0	80.0	10.936295721246937	-0.7230093905624082
OG6_100244	91.3	91.0	86.0	94.0	1.4890404223224913	-1.361648349543664
OG6_100245	96.88815789473684	97.0	92.0	97.0	0.4821219941967495	-7.486040199879923
OG6_100246	84.0	84.0	80.0	88.0	5.656854249492381	
OG6_100247	74.2	69.0	56.0	89.0	11.159178855420892	0.22197556767974674
OG6_100248	88.59302325581395	91.0	73.0	92.0	4.668739361217565	-2.469101351828388
OG6_100249						
OG6_100250	63.940298507462686	62.0	42.0	81.0	6.717456995147189	-0.29705630190661525
OG6_100252	66.26582278481013	66.0	30.0	90.0	8.439390032581636	-0.036780080056928725
OG6_100254	87.4297520661157	89.0	64.0	92.0	5.162083633380666	-3.0355463427002127
OG6_100255	95.78125	96.0	94.0	97.0	0.6082431071696207	-1.7032125645830223
OG6_100256	45.785714285714285	44.0	41.0	58.0	3.8645911730822124	0.8312707852531492
OG6_100258	95.41803278688525	97.0	66.0	98.0	4.712985690050275	-4.5689830419063595
OG6_100259	73.44	71.0	46.0	91.0	14.19134545116445	-0.5554954154776367
OG6_100260	97.30985915492958	98.0	78.0	98.0	2.403257536872114	-7.4613864190951436
OG6_100262	96.11214953271028	97.0	89.0	97.0	1.4097176406946295	-1.8908788513504713
OG6_100263	74.5	74.5	69.0	80.0	7.7781745930520225	
OG6_100264	62.72924187725632	61.0	29.0	96.0	12.214966636483862	-0.029274741626366316
OG6_100265	67.15217391304348	74.0	45.0	78.0	9.656241254705794	-0.869626931561092
OG6_100266	89.38157894736842	91.0	64.0	92.0	6.17946514462896	-3.8016609611927903
OG6_100268	87.84705882352941	95.0	36.0	97.0	12.440817882270926	-1.7062669170655445
OG6_100269	46.4	51.0	35.0	59.0	10.478549517943788	-0.14897291211505242
OG6_100270	88.36111111111111	92.0	51.0	98.0	9.22177234978818	-1.9334883712121296
OG6_100271						
OG6_100272	94.29577464788733	95.0	80.0	97.0	3.063118701105524	-2.958145976001769
OG6_100275	94.06741573033707	94.0	89.0	95.0	0.765710496101922	-3.2227911090896644
OG6_100276	52.5	49.5	32.0	85.0	16.473885057535423	0.7068039830034317
OG6_100277	73.09302325581395	72.0	49.0	94.0	12.432319542777687	-0.24874721431646704
OG6_100278						
OG6_100279	84.83	86.0	65.0	92.0	4.082207994523644	-1.97369787249344
OG6_100280	92.92226890756302	95.0	72.0	98.0	6.126753059471796	-1.3826113431766283
OG6_100281						
OG6_100282	68.86924939467312	71.0	33.0	92.0	11.602951945634333	-0.29572338321538616
OG6_100283	89.61184210526316	90.0	63.0	93.0	4.327716529419424	-5.402546854614061
OG6_100284	76.13483146067416	83.0	35.0	91.0	16.318642772878977	-1.4103822512275541
OG6_100286						
OG6_100287	48.20454545454545	48.0	43.0	63.0	3.5475477639378887	2.1219624877779437
OG6_100288	91.74074074074075	93.0	74.0	95.0	4.164666186436128	-3.3655617215040365
OG6_100289	76.896	77.0	67.0	89.0	3.684807518936755	0.0996679867247601
OG6_100292	90.99065420560747	91.0	84.0	93.0	1.6165145775087193	-2.401587634884641
OG6_100294	88.01369863013699	87.0	86.0	91.0	1.3280431582358332	0.8522052482701389
OG6_100295	85.3859649122807	87.0	44.0	91.0	8.50788370942108	-3.690893165379193
OG6_100296	51.6875	43.5	41.0	70.0	12.509829468595223	0.5027463092925883
OG6_100297	92.03532608695652	94.0	43.0	97.0	9.224204146033953	-4.1185520399471445
OG6_100298	45.0	45.0	45.0	45.0		
OG6_100299	91.05369127516778	92.0	70.0	96.0	3.7340385261611573	-2.4901806877891812
OG6_100301	80.36912751677852	83.0	71.0	86.0	3.4939116800835404	-0.4263523551318636
OG6_100302	81.8719512195122	81.0	77.0	93.0	3.4501809107095034	2.3688519587391608
OG6_100303	54.48571428571429	53.0	40.0	75.0	10.244465253149203	0.1437593450788816
OG6_100304	96.03448275862068	98.0	77.0	98.0	5.5090532100922145	-3.0421669577387283
OG6_100305	81.06521739130434	83.0	58.0	90.0	8.425891773213865	-1.2703595604771463
OG6_100306	91.38194444444444	93.0	57.0	96.0	6.622695168705206	-4.171807310958802
OG6_100308	54.0	55.0	47.0	61.0	4.521553322083513	-0.15325148975339173
OG6_100310	76.0	76.0	76.0	76.0		
OG6_100311	88.08	88.0	49.0	97.0	5.353524996211137	-5.011502309108318
OG6_100313	92.95918367346938	93.0	75.0	96.0	3.8131307329272843	-3.735179865480072
OG6_100314						
OG6_100315	91.52702702702703	93.0	85.0	96.0	3.24448097448268	-0.4966591836080866
OG6_100316	87.08461538461539	87.0	86.0	91.0	1.085739953337402	0.9369586950173934
OG6_100317	50.0	50.0	49.0	51.0	0.9258200997725501	0.0
OG6_100318	69.5	69.5	69.0	70.0	0.7071067811865476	
OG6_100319	93.06944444444444	94.0	82.0	97.0	2.541632994466406	-2.848713061787922
OG6_100321	85.07432432432432	86.0	65.0	91.0	3.4267678117425424	-4.09473206799713
OG6_100322	89.1604938271605	90.0	64.0	92.0	5.372282545909736	-4.049561599067202
OG6_100323	48.0	48.0	48.0	48.0		
OG6_100324	78.32941176470588	78.0	67.0	84.0	2.7009179889795396	-0.9458512073509298
OG6_100325	87.98360655737704	88.0	74.0	90.0	2.109437549669647	-5.0335376168213495
OG6_100326	91.67317073170732	94.0	72.0	95.0	4.083144716946893	-2.308593397315576
OG6_100327	88.8	89.0	81.0	97.0	1.6793609393328692	1.7058856215963536
OG6_100328						
OG6_100329	95.71428571428571	97.0	85.0	99.0	3.756289962944062	-2.3729495056493244
OG6_100330	94.0	95.0	90.0	96.0	2.2563042992710662	-1.0768362806627076
OG6_100331						
OG6_100332	73.82417582417582	68.0	47.0	91.0	12.302444087759596	0.10313020794124456
OG6_100333	86.90140845070422	89.0	73.0	90.0	4.349564607364953	-2.4307692538635863
OG6_100334	84.93865030674847	85.0	60.0	93.0	4.044037298697441	-4.4253452934128505
OG6_100335	63.5	63.5	57.0	70.0	9.192388155425117	
OG6_100336	79.91044776119404	81.0	68.0	96.0	6.952538008555473	0.12971249685519076
OG6_100337	95.21495327102804	96.0	87.0	97.0	1.6474651884340157	-1.0544856237616136
OG6_100338	95.65217391304348	96.0	95.0	97.0	0.5727680517510706	0.13222018439523453
OG6_100339	86.59876543209876	86.0	71.0	90.0	3.3979531225278867	-1.9631109648921268
OG6_100340	84.78260869565217	85.0	79.0	87.0	1.2469912639133502	-2.2910408255557395
OG6_100342	93.98648648648648	94.0	92.0	97.0	0.692291079078048	1.036167805734466
OG6_100343						
OG6_100344	58.960629921259844	63.0	32.0	83.0	10.02805712781794	-0.693032802684927
OG6_100346	89.20408163265306	90.0	78.0	96.0	3.7986750285841935	-0.5476883617125892
OG6_100348	52.666666666666664	52.0	51.0	55.0	2.0816659994661326	1.2933427807334068
OG6_100349	93.35714285714286	96.0	70.0	97.0	7.087883692477979	-2.8998771525268325
OG6_100350	89.48809523809524	91.5	76.0	95.0	5.8525950327462795	-1.671379967401049
OG6_100351	89.29577464788733	90.0	81.0	91.0	1.7598243921903374	-3.8008045352836626
OG6_100352	58.2	57.0	46.0	88.0	7.433034373659254	2.7084244347685464
OG6_100353	91.4245283018868	93.0	82.0	96.0	3.6954234584532557	-1.3655450774861695
OG6_100354	75.62145110410094	79.0	31.0	92.0	6.88296699080375	-1.8451810541575295
OG6_100356	86.98518518518519	88.0	79.0	94.0	2.500701946783048	-0.15440113605372616
OG6_100357	52.19277108433735	53.0	43.0	93.0	7.176278387558487	2.616410193747127
OG6_100359	90.5813953488372	96.0	48.0	96.0	14.498247452936033	-2.537810520926777
OG6_100361						
OG6_100362	45.0	45.0	45.0	45.0		
OG6_100363	57.0	57.0	57.0	57.0		
OG6_100364	77.27702702702703	76.0	38.0	88.0	6.679057477547281	-1.196891474754834
OG6_100365	78.38636363636364	81.0	69.0	88.0	6.511584404156604	-0.10806668041014303
OG6_100366	95.07751937984496	95.0	79.0	98.0	2.0023907706663087	-5.083713376327418
OG6_100367	83.50980392156863	85.0	63.0	88.0	5.7528168718276005	-2.974758978047172
OG6_100368	89.66923076923077	89.0	83.0	93.0	2.1723721951094577	-0.32116371224562557
OG6_100370	92.12903225806451	93.0	79.0	94.0	3.3558555185283883	-2.4581180522400112
OG6_100371	58.972972972972975	59.5	50.0	88.0	4.822813857708883	3.486347877236401
OG6_100372	78.68023255813954	80.0	59.0	85.0	4.4005666771568555	-1.3388321179698508
OG6_100373	83.92857142857143	84.0	74.0	87.0	2.373289947727296	-2.477312086291785
OG6_100375						
OG6_100377	95.77083333333333	97.0	76.0	98.0	3.855030332597686	-4.489199092191829
OG6_100378	86.73333333333333	86.0	79.0	96.0	1.9265803154064745	1.112801837275378
OG6_100379	55.0	55.0	55.0	55.0		
OG6_100380	91.0	91.0	91.0	91.0		
OG6_100382	95.4625	96.0	75.0	97.0	3.4012051103295167	-5.653293743134188
OG6_100383	79.90361445783132	80.0	75.0	90.0	1.7503620380306086	2.3738315430635937
OG6_100384	75.27710843373494	74.0	62.0	85.0	4.4974606738123875	-0.24912908358778457
OG6_100385	93.63888888888889	95.0	50.0	96.0	7.50676943175873	-5.93678060800309
OG6_100386						
OG6_100388	95.75581395348837	96.0	83.0	97.0	2.158082190615101	-4.673399397627429
OG6_100389	87.0	87.0	87.0	87.0		
OG6_100390	88.52739726027397	89.0	82.0	96.0	2.7220560319537666	-0.324601413689234
OG6_100391						
OG6_100393	85.53168044077135	87.0	75.0	91.0	2.9094937357128443	-1.1142130870977076
OG6_100394	67.08839779005525	60.0	54.0	89.0	12.82371623103916	0.37377146574875897
OG6_100395	66.90579710144928	73.0	28.0	91.0	16.117220097354288	-0.43104419562304785
OG6_100396	91.17326732673267	93.0	36.0	96.0	6.570456338346364	-4.394311157723006
OG6_100398	92.25217391304348	93.0	80.0	95.0	2.3201764839893864	-2.8040267674037933
OG6_100399	73.42857142857143	78.0	56.0	90.0	8.701813008609406	-0.841994253360469
OG6_100401	89.94520547945206	92.0	57.0	94.0	6.348425900609145	-4.034316039556801
OG6_100402	36.0	36.0	36.0	36.0		
OG6_100403	91.17567567567568	91.0	88.0	95.0	1.3381453952587796	0.90315523355752
OG6_100404						
OG6_100405	66.0	64.0	59.0	72.0	5.431390245600106	-0.04680887887618594
OG6_100406	81.85897435897436	82.5	55.0	85.0	3.518870682825795	-5.975278987021052
OG6_100407	68.66206896551724	69.0	39.0	80.0	8.020997348673852	-1.6601899773515614
OG6_100408	80.0	80.0	80.0	80.0	0.0	
OG6_100409	90.48484848484848	91.0	79.0	94.0	1.7208443745165782	-4.774300229428632
OG6_100410	76.5068493150685	78.0	59.0	89.0	5.890489716651637	-0.6323891278971745
OG6_100411	49.886792452830186	49.0	45.0	59.0	2.454668843076944	2.227457031839801
OG6_100414	86.95876288659794	89.0	64.0	95.0	8.951160918391622	-2.0277605689600855
OG6_100415	86.32786885245902	86.0	80.0	97.0	3.2747585736733353	0.19869922798673
OG6_100416	68.75	67.5	44.0	96.0	28.65164335019314	0.026306713947081728
OG6_100417	67.36979166666667	75.0	44.0	92.0	16.844024961977492	-0.17753543392028676
OG6_100418	93.23972602739725	93.0	84.0	95.0	1.27200517522558	-3.396578827996902
OG6_100419	49.300813008130085	50.0	40.0	67.0	4.124963903169623	0.5900415180672474
OG6_100420	84.0657894736842	85.0	77.0	89.0	2.595643453080109	-0.49688345021818564
OG6_100422	87.13953488372093	88.0	66.0	90.0	4.256932866299465	-4.064443023694048
OG6_100423	86.66403162055336	87.0	62.0	94.0	3.2406414021623684	-3.8594959576364376
OG6_100424	80.67948717948718	83.0	66.0	91.0	5.494964849263254	-1.3496688610994068
OG6_100425	71.3913043478261	73.0	49.0	80.0	6.702690148034961	-2.560133560756229
OG6_100426	58.36363636363637	55.0	45.0	79.0	12.761447623782557	0.8353871614875179
OG6_100429	87.04201680672269	86.0	77.0	95.0	2.929669843095918	0.8485079317343791
OG6_100430	89.925	90.5	82.0	96.0	1.6406726433658467	-0.7486150206164777
OG6_100431	93.59550561797752	95.0	73.0	95.0	4.318877961197571	-3.983664328068333
OG6_100432						
OG6_100435	83.65333333333334	91.0	49.0	97.0	16.039219949130214	-1.5011922144115943
OG6_100436	60.3849765258216	61.0	47.0	81.0	4.409697677612029	-0.21586374982252537
OG6_100438	70.375	72.0	57.0	76.0	3.690251718579491	-0.9295542148037648
OG6_100439	92.61643835616438	93.0	82.0	97.0	2.366608784423054	-1.4908818480428077
OG6_100440	89.38805970149254	90.0	78.0	96.0	5.611475449150421	-0.5437713725383905
OG6_100442	85.13698630136986	86.0	82.0	89.0	1.7184866444147733	-0.6741022608793165
OG6_100444	87.64864864864865	89.0	79.0	92.0	2.7898906809677815	-0.6283300886573379
OG6_100445	89.5	92.0	81.0	93.0	5.686240703077325	-1.9580635432001847
OG6_100447	95.13157894736842	96.0	84.0	97.0	2.334335624330301	-4.4197360375136965
OG6_100448	91.22666666666667	92.0	79.0	93.0	2.6690079811801994	-4.031088701252714
OG6_100449	78.34408602150538	79.0	49.0	85.0	5.207633660343819	-3.35525415564602
OG6_100451						
OG6_100452						
OG6_100453	83.81818181818181	88.0	60.0	91.0	11.229020842927895	-1.6851819955261222
OG6_100454	73.6	75.0	60.0	92.0	12.095453691366851	0.7724497808896225
OG6_100455	95.976	97.0	78.0	97.0	3.001247052637912	-5.3043372659179076
OG6_100456	75.5	75.5	58.0	93.0	24.748737341529164	
OG6_100457	92.0	92.0	92.0	92.0		
OG6_100458	94.1044776119403	95.0	77.0	97.0	3.080408908109094	-4.4290838377278705
OG6_100459	79.0506454816286	81.0	36.0	90.0	7.975759564870129	-2.097519454398191
OG6_100460	92.29473684210527	92.0	90.0	95.0	1.2105360533227316	0.5131779521533384
OG6_100461	73.13793103448276	72.0	70.0	89.0	3.228407389760195	2.73371289920381
OG6_100462	81.34703196347031	82.0	61.0	87.0	3.4810269303467516	-2.9410160655859765
OG6_100463	89.92405063291139	90.0	84.0	95.0	1.926682760327164	-0.871732634919722
OG6_100464						
OG6_100466	76.28491620111731	81.0	47.0	87.0	6.804026102301739	-1.071403819228369
OG6_100468	90.07758620689656	91.0	66.0	94.0	3.393474202998578	-4.068672408994234
OG6_100469	72.80281690140845	73.0	70.0	76.0	1.0088142730079406	0.7543494622033177
OG6_100470	90.1590909090909	90.0	87.0	96.0	1.060105868020104	2.5764802494442267
OG6_100472	94.38461538461539	95.0	76.0	97.0	4.015678913927467	-3.523589778194601
OG6_100473	83.66842105263157	86.0	47.0	95.0	6.723610191085653	-0.9312904183847299
OG6_100474	83.26262626262626	84.0	51.0	89.0	4.8758477013543216	-4.085227743541996
OG6_100475	54.0	54.0	54.0	54.0		
OG6_100476	69.51136363636364	77.0	45.0	80.0	13.076252335077381	-1.0326176946363976
OG6_100478	87.1078431372549	89.0	70.0	92.0	6.514123061646837	-2.110186901744622
OG6_100479	87.66233766233766	88.0	77.0	90.0	1.6271575928140325	-4.155362861543028
OG6_100480	75.86046511627907	74.0	69.0	88.0	4.64748470295818	0.7273406894344664
OG6_100482	89.14606741573034	93.0	78.0	95.0	6.37208143851283	-0.8224590739035847
OG6_100483	87.12727272727273	86.0	64.0	94.0	3.9696464737285884	-1.577784640802326
OG6_100484	67.25641025641026	63.0	50.0	93.0	10.95377355963148	1.5100737523879126
OG6_100486	83.58682634730539	86.0	56.0	93.0	8.018987639273412	-1.5850591456426568
OG6_100487	73.28395061728395	75.0	67.0	82.0	2.9250408881810337	-0.3184983298561597
OG6_100490	76.33628318584071	76.0	70.0	82.0	2.3964654757022092	0.6041502598226287
OG6_100491	75.66666666666667	89.0	47.0	91.0	24.846193538112303	-1.7194336920818605
OG6_100492	69.78680203045685	70.0	56.0	76.0	2.8167191122912634	-0.964442449841838
OG6_100493	81.74647887323944	81.0	71.0	91.0	4.895240574444747	0.7291787534862261
OG6_100494	40.625	36.5	30.0	60.0	9.650129532809391	1.2740081051609242
